path,name,extension,size_bytes,size_human,modified_at,depth,top_level,category,git_state,is_symlink
docs/superpowers/plans/2026-05-29-open-platform-governance-phase1.md,2026-05-29-open-platform-governance-phase1.md,.md,36935,36.07 KB,2026-05-30 00:35:44,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-29-workspace-ui-redesign.md,2026-05-29-workspace-ui-redesign.md,.md,5232,5.11 KB,2026-05-30 00:35:44,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-30-phase5-institution-business-real-api.md,2026-05-30-phase5-institution-business-real-api.md,.md,21425,20.92 KB,2026-05-31 12:43:13,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-30-tenant-business-domain-phase2.md,2026-05-30-tenant-business-domain-phase2.md,.md,31307,30.57 KB,2026-05-30 09:25:14,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-30-tenant-persistence-phase3.md,2026-05-30-tenant-persistence-phase3.md,.md,38973,38.06 KB,2026-05-30 12:38:24,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-30-tenant-persistence-phase4-writes.md,2026-05-30-tenant-persistence-phase4-writes.md,.md,59693,58.29 KB,2026-05-30 16:47:22,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-30-tenant-rbac-phase1-handoff.md,2026-05-30-tenant-rbac-phase1-handoff.md,.md,5292,5.17 KB,2026-05-30 08:56:20,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-30-tenant-rbac-phase1.md,2026-05-30-tenant-rbac-phase1.md,.md,25083,24.50 KB,2026-05-30 08:56:20,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase10-plan-quota-enforcement-light.md,2026-05-31-phase10-plan-quota-enforcement-light.md,.md,17818,17.40 KB,2026-05-31 23:35:04,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase11-platform-commercial-health-v1.md,2026-05-31-phase11-platform-commercial-health-v1.md,.md,16322,15.94 KB,2026-06-01 00:58:40,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase12-treatment-summary-v1.md,2026-05-31-phase12-treatment-summary-v1.md,.md,28838,28.16 KB,2026-06-01 09:41:45,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase13-treatment-summary-create-v1.md,2026-05-31-phase13-treatment-summary-create-v1.md,.md,28585,27.92 KB,2026-06-01 13:51:07,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase14-treatment-summary-management-v1.md,2026-05-31-phase14-treatment-summary-management-v1.md,.md,23585,23.03 KB,2026-06-01 15:48:13,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase15-treatment-followup-link-v1.md,2026-05-31-phase15-treatment-followup-link-v1.md,.md,21630,21.12 KB,2026-06-01 20:30:56,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase16-followup-source-governance-v1.md,2026-05-31-phase16-followup-source-governance-v1.md,.md,24306,23.74 KB,2026-06-02 01:35:21,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase6-workspace-entry-consistency.md,2026-05-31-phase6-workspace-entry-consistency.md,.md,12726,12.43 KB,2026-05-31 14:28:32,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase7-customer-timeline-v1.md,2026-05-31-phase7-customer-timeline-v1.md,.md,15628,15.26 KB,2026-05-31 16:31:17,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase8-audit-query-v1.md,2026-05-31-phase8-audit-query-v1.md,.md,18214,17.79 KB,2026-05-31 18:56:33,4,docs,docs,tracked,False
docs/superpowers/plans/2026-05-31-phase9-platform-tenant-management-v1.md,2026-05-31-phase9-platform-tenant-management-v1.md,.md,17915,17.50 KB,2026-05-31 21:12:02,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-02-demo-seed-data-v1.md,2026-06-02-demo-seed-data-v1.md,.md,13977,13.65 KB,2026-06-02 22:11:25,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-02-phase17-his-treatment-event-standard-v1.md,2026-06-02-phase17-his-treatment-event-standard-v1.md,.md,17884,17.46 KB,2026-06-02 02:24:41,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-02-phase18-treatment-summary-edit-v1.md,2026-06-02-phase18-treatment-summary-edit-v1.md,.md,19156,18.71 KB,2026-06-02 14:24:05,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-02-phase19-treatment-summary-void-v1.md,2026-06-02-phase19-treatment-summary-void-v1.md,.md,25155,24.57 KB,2026-06-02 21:13:15,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-his-connection-credentials-boundary.md,2026-06-03-his-connection-credentials-boundary.md,.md,10065,9.83 KB,2026-06-03 20:58:09,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-his-connection-read-ui-v1.md,2026-06-03-his-connection-read-ui-v1.md,.md,16900,16.50 KB,2026-06-04 01:16:22,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-his-connection-schema-api-v1.md,2026-06-03-his-connection-schema-api-v1.md,.md,11532,11.26 KB,2026-06-03 23:00:06,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-his-connection-schema-migration-v1.md,2026-06-03-his-connection-schema-migration-v1.md,.md,8583,8.38 KB,2026-06-03 22:35:44,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase20-treatment-path-template-v1.md,2026-06-03-phase20-treatment-path-template-v1.md,.md,14114,13.78 KB,2026-06-03 13:58:45,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase21-audit-metrics-review.md,2026-06-03-phase21-audit-metrics-review.md,.md,14197,13.86 KB,2026-06-03 16:25:05,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase21-followup-path-analysis-v1.md,2026-06-03-phase21-followup-path-analysis-v1.md,.md,18198,17.77 KB,2026-06-03 17:58:32,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase22-his-treatment-event-mapper-v1.md,2026-06-03-phase22-his-treatment-event-mapper-v1.md,.md,17205,16.80 KB,2026-06-03 20:09:51,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase22-standard-event-contract-gap-review.md,2026-06-03-phase22-standard-event-contract-gap-review.md,.md,21346,20.85 KB,2026-06-03 20:09:51,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase23-his-connection-create-update-api-v1.md,2026-06-03-phase23-his-connection-create-update-api-v1.md,.md,7514,7.34 KB,2026-06-04 10:58:43,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase23-his-connection-write-api-v1.md,2026-06-03-phase23-his-connection-write-api-v1.md,.md,13002,12.70 KB,2026-06-04 01:37:25,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-phase23-his-connection-write-repository-v1.md,2026-06-03-phase23-his-connection-write-repository-v1.md,.md,18834,18.39 KB,2026-06-04 09:44:41,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-03-real-his-adapter-preflight.md,2026-06-03-real-his-adapter-preflight.md,.md,9071,8.86 KB,2026-06-03 20:29:58,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-audit-reason-v1.md,2026-06-04-phase23-his-connection-audit-reason-v1.md,.md,8397,8.20 KB,2026-06-04 15:42:41,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-create-update-api-route-v1.md,2026-06-04-phase23-his-connection-create-update-api-route-v1.md,.md,8035,7.85 KB,2026-06-04 16:47:50,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-api-v1.md,2026-06-04-phase23-his-connection-status-api-v1.md,.md,9437,9.22 KB,2026-06-04 19:22:13,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-permission-v1.md,2026-06-04-phase23-his-connection-status-permission-v1.md,.md,9137,8.92 KB,2026-06-04 20:39:05,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-service-audit-reason-v1.md,2026-06-04-phase23-his-connection-status-service-audit-reason-v1.md,.md,9548,9.32 KB,2026-06-04 22:16:26,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-service-v1.md,2026-06-04-phase23-his-connection-status-service-v1.md,.md,9404,9.18 KB,2026-06-04 21:35:55,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-write-permission-v1.md,2026-06-04-phase23-his-connection-write-permission-v1.md,.md,7562,7.38 KB,2026-06-04 11:37:56,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-04-phase23-his-connection-write-service-v1.md,2026-06-04-phase23-his-connection-write-service-v1.md,.md,8436,8.24 KB,2026-06-04 14:29:28,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-05-phase23-his-connection-status-route-denied-audit-v1.md,2026-06-05-phase23-his-connection-status-route-denied-audit-v1.md,.md,9081,8.87 KB,2026-06-05 15:13:20,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-06-phase23-his-connection-credential-compensation-outbox-job-queue.md,2026-06-06-phase23-his-connection-credential-compensation-outbox-job-queue.md,.md,8812,8.61 KB,2026-06-06 23:25:05,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-dead-letter-manual-review-recovery.md,2026-06-07-phase23-his-connection-credential-compensation-dead-letter-manual-review-recovery.md,.md,12731,12.43 KB,2026-06-07 14:38:27,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-operation-failed-manual-review-transition.md,2026-06-07-phase23-his-connection-credential-compensation-operation-failed-manual-review-transition.md,.md,16056,15.68 KB,2026-06-07 13:37:49,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-operation-retry-count-alignment.md,2026-06-07-phase23-his-connection-credential-compensation-operation-retry-count-alignment.md,.md,11509,11.24 KB,2026-06-07 11:58:45,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-dead-letter.md,2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-dead-letter.md,.md,12269,11.98 KB,2026-06-07 12:29:06,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-manual-review.md,2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-manual-review.md,.md,8026,7.84 KB,2026-06-07 13:20:02,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-requeue-backoff-runtime.md,2026-06-07-phase23-his-connection-credential-compensation-retry-requeue-backoff-runtime.md,.md,12280,11.99 KB,2026-06-07 02:20:26,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-worker-claim-lock-stale-recovery.md,2026-06-07-phase23-his-connection-credential-compensation-worker-claim-lock-stale-recovery.md,.md,9035,8.82 KB,2026-06-07 00:56:19,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-worker-test-provider-noop-execution.md,2026-06-07-phase23-his-connection-credential-compensation-worker-test-provider-noop-execution.md,.md,12353,12.06 KB,2026-06-07 01:43:13,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-connection-test-connection-health-check.md,2026-06-07-phase23-his-connection-test-connection-health-check.md,.md,16142,15.76 KB,2026-06-07 15:02:52,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-health-check-candidate-audit-boundary.md,2026-06-07-phase23-his-health-check-candidate-audit-boundary.md,.md,19700,19.24 KB,2026-06-07 22:58:09,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-health-check-runner-scheduler.md,2026-06-07-phase23-his-health-check-runner-scheduler.md,.md,22342,21.82 KB,2026-06-07 22:42:36,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-health-check-system-actor-audit-context.md,2026-06-07-phase23-his-health-check-system-actor-audit-context.md,.md,15137,14.78 KB,2026-06-07 23:16:24,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-real-adapter-test-connection.md,2026-06-07-phase23-his-real-adapter-test-connection.md,.md,15776,15.41 KB,2026-06-07 22:21:50,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-real-credential-provider-read-boundary.md,2026-06-07-phase23-his-real-credential-provider-read-boundary.md,.md,11016,10.76 KB,2026-06-07 22:04:17,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-audit-action-reason-query-whitelist.md,2026-06-07-phase23-his-test-connection-audit-action-reason-query-whitelist.md,.md,20005,19.54 KB,2026-06-07 19:07:30,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-closeout.md,2026-06-07-phase23-his-test-connection-closeout.md,.md,7238,7.07 KB,2026-06-08 10:42:14,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-fake-provider-service.md,2026-06-07-phase23-his-test-connection-fake-provider-service.md,.md,16356,15.97 KB,2026-06-07 20:23:05,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-health-status-repository-write.md,2026-06-07-phase23-his-test-connection-health-status-repository-write.md,.md,17447,17.04 KB,2026-06-07 20:05:46,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-permission-route.md,2026-06-07-phase23-his-test-connection-permission-route.md,.md,18537,18.10 KB,2026-06-07 16:55:29,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-route-parser-dto.md,2026-06-07-phase23-his-test-connection-route-parser-dto.md,.md,20786,20.30 KB,2026-06-07 19:30:55,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-08-cred-plan-01.md,2026-06-08-cred-plan-01.md,.md,12114,11.83 KB,2026-06-08 19:10:48,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-08-his-adapter-plan-01.md,2026-06-08-his-adapter-plan-01.md,.md,15057,14.70 KB,2026-06-08 19:48:09,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-08-network-plan-01.md,2026-06-08-network-plan-01.md,.md,17930,17.51 KB,2026-06-08 20:37:39,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-08-phase23-backlog-priority-freeze.md,2026-06-08-phase23-backlog-priority-freeze.md,.md,8852,8.64 KB,2026-06-08 17:34:51,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-08-phase24-production-readiness-plan.md,2026-06-08-phase24-production-readiness-plan.md,.md,15799,15.43 KB,2026-06-08 18:06:28,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-20-homepage-brand-phase2-runtime.md,2026-06-20-homepage-brand-phase2-runtime.md,.md,25145,24.56 KB,2026-06-21 15:28:54,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-21-conflict-branch-cleanup.md,2026-06-21-conflict-branch-cleanup.md,.md,15979,15.60 KB,2026-06-21 20:16:08,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-22-data-cleanup-real-tenant-user-plan.md,2026-06-22-data-cleanup-real-tenant-user-plan.md,.md,15420,15.06 KB,2026-06-23 02:56:15,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md,2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md,.md,19909,19.44 KB,2026-06-23 02:56:15,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-22-platform-tenant-management-v11-ui-implementation-plan.md,2026-06-22-platform-tenant-management-v11-ui-implementation-plan.md,.md,25733,25.13 KB,2026-06-22 19:02:40,4,docs,docs,tracked,False
docs/superpowers/plans/2026-06-25-tenant-formal-account-loop-plan.md,2026-06-25-tenant-formal-account-loop-plan.md,.md,18922,18.48 KB,2026-06-25 20:23:32,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-analytics-technical-plan.md,2026-07-17-institution-analytics-technical-plan.md,.md,45886,44.81 KB,2026-07-17 14:03:54,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-care-technical-plan.md,2026-07-17-institution-care-technical-plan.md,.md,58550,57.18 KB,2026-07-17 14:02:17,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-conversations-technical-plan.md,2026-07-17-institution-conversations-technical-plan.md,.md,57113,55.77 KB,2026-07-17 14:02:17,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-customer-center-technical-plan.md,2026-07-17-institution-customer-center-technical-plan.md,.md,57543,56.19 KB,2026-07-17 14:02:17,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-knowledge-technical-plan.md,2026-07-17-institution-knowledge-technical-plan.md,.md,43085,42.08 KB,2026-07-17 14:03:54,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-seven-stream-development-plan.md,2026-07-17-institution-seven-stream-development-plan.md,.md,98893,96.58 KB,2026-07-18 19:48:12,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-system-technical-plan.md,2026-07-17-institution-system-technical-plan.md,.md,50087,48.91 KB,2026-07-17 14:03:54,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-17-institution-workbench-technical-plan.md,2026-07-17-institution-workbench-technical-plan.md,.md,66789,65.22 KB,2026-07-17 14:05:36,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-18-institution-analytics-mig-05-data-change-design.md,2026-07-18-institution-analytics-mig-05-data-change-design.md,.md,22752,22.22 KB,2026-07-18 04:27:32,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-18-institution-base-03-mig-01-technical-design.md,2026-07-18-institution-base-03-mig-01-technical-design.md,.md,38228,37.33 KB,2026-07-18 19:48:12,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-18-institution-conversations-mig-04-data-model-application.md,2026-07-18-institution-conversations-mig-04-data-model-application.md,.md,13951,13.62 KB,2026-07-18 04:19:24,4,docs,docs,tracked,False
docs/superpowers/plans/2026-07-18-institution-knowledge-mig-03-design.md,2026-07-18-institution-knowledge-mig-03-design.md,.md,26608,25.98 KB,2026-07-18 04:34:43,4,docs,docs,tracked,False
docs/superpowers/runbooks/trial-v0.1-experience-guide.md,trial-v0.1-experience-guide.md,.md,9542,9.32 KB,2026-06-25 23:03:09,4,docs,docs,tracked,False
docs/superpowers/runbooks/trial-v0.3-experience-guide.md,trial-v0.3-experience-guide.md,.md,10393,10.15 KB,2026-06-27 15:00:13,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-29-institution-business-shell-design.md,2026-05-29-institution-business-shell-design.md,.md,6268,6.12 KB,2026-05-30 00:35:44,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-29-workspace-ui-redesign-design.md,2026-05-29-workspace-ui-redesign-design.md,.md,11535,11.26 KB,2026-05-30 00:35:44,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-30-phase5-institution-business-real-api-design.md,2026-05-30-phase5-institution-business-real-api-design.md,.md,17738,17.32 KB,2026-05-30 17:50:33,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-30-tenant-business-domain-phase2-design.md,2026-05-30-tenant-business-domain-phase2-design.md,.md,5499,5.37 KB,2026-05-30 09:25:14,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-30-tenant-persistence-phase3-design.md,2026-05-30-tenant-persistence-phase3-design.md,.md,6544,6.39 KB,2026-05-30 12:38:24,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-30-tenant-rbac-phase1-design.md,2026-05-30-tenant-rbac-phase1-design.md,.md,12539,12.25 KB,2026-05-30 08:56:20,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase10-plan-quota-enforcement-light-design.md,2026-05-31-phase10-plan-quota-enforcement-light-design.md,.md,20733,20.25 KB,2026-05-31 23:35:04,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase11-platform-commercial-health-v1-design.md,2026-05-31-phase11-platform-commercial-health-v1-design.md,.md,20375,19.90 KB,2026-06-01 00:58:40,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase12-treatment-summary-v1-design.md,2026-05-31-phase12-treatment-summary-v1-design.md,.md,23740,23.18 KB,2026-06-01 09:41:45,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase13-treatment-summary-create-v1-design.md,2026-05-31-phase13-treatment-summary-create-v1-design.md,.md,28619,27.95 KB,2026-06-01 13:51:07,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase14-treatment-summary-management-v1-design.md,2026-05-31-phase14-treatment-summary-management-v1-design.md,.md,22596,22.07 KB,2026-06-01 15:48:13,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase15-treatment-followup-link-v1-design.md,2026-05-31-phase15-treatment-followup-link-v1-design.md,.md,24823,24.24 KB,2026-06-01 20:30:56,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase16-followup-source-governance-v1-design.md,2026-05-31-phase16-followup-source-governance-v1-design.md,.md,21492,20.99 KB,2026-06-02 01:35:21,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase6-workspace-entry-consistency-design.md,2026-05-31-phase6-workspace-entry-consistency-design.md,.md,7634,7.46 KB,2026-05-31 14:45:46,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase7-customer-timeline-v1-design.md,2026-05-31-phase7-customer-timeline-v1-design.md,.md,16142,15.76 KB,2026-05-31 16:31:17,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase8-audit-query-v1-design.md,2026-05-31-phase8-audit-query-v1-design.md,.md,19051,18.60 KB,2026-05-31 18:56:33,4,docs,docs,tracked,False
docs/superpowers/specs/2026-05-31-phase9-platform-tenant-management-v1-design.md,2026-05-31-phase9-platform-tenant-management-v1-design.md,.md,15352,14.99 KB,2026-05-31 21:12:02,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-02-demo-seed-data-v1-design.md,2026-06-02-demo-seed-data-v1-design.md,.md,25626,25.03 KB,2026-06-02 22:11:25,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-02-phase17-his-treatment-event-standard-v1-design.md,2026-06-02-phase17-his-treatment-event-standard-v1-design.md,.md,28590,27.92 KB,2026-06-02 02:24:41,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-02-phase18-treatment-summary-edit-v1-design.md,2026-06-02-phase18-treatment-summary-edit-v1-design.md,.md,25721,25.12 KB,2026-06-02 14:24:05,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-02-phase19-treatment-summary-void-v1-design.md,2026-06-02-phase19-treatment-summary-void-v1-design.md,.md,29765,29.07 KB,2026-06-02 21:13:15,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-his-connection-credentials-boundary-design.md,2026-06-03-his-connection-credentials-boundary-design.md,.md,25203,24.61 KB,2026-06-03 20:58:09,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-his-connection-read-ui-v1-design.md,2026-06-03-his-connection-read-ui-v1-design.md,.md,11894,11.62 KB,2026-06-04 00:13:59,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-his-connection-schema-api-v1-design.md,2026-06-03-his-connection-schema-api-v1-design.md,.md,17546,17.13 KB,2026-06-03 21:30:59,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-his-connection-schema-migration-v1-design.md,2026-06-03-his-connection-schema-migration-v1-design.md,.md,13902,13.58 KB,2026-06-03 21:53:22,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-phase20-treatment-path-template-v1-design.md,2026-06-03-phase20-treatment-path-template-v1-design.md,.md,23271,22.73 KB,2026-06-03 13:58:45,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-phase21-followup-path-analysis-v1-design.md,2026-06-03-phase21-followup-path-analysis-v1-design.md,.md,16875,16.48 KB,2026-06-03 17:58:32,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-phase22-his-treatment-event-mapper-v1-design.md,2026-06-03-phase22-his-treatment-event-mapper-v1-design.md,.md,20899,20.41 KB,2026-06-03 20:09:51,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-phase23-his-connection-create-update-api-v1-design.md,2026-06-03-phase23-his-connection-create-update-api-v1-design.md,.md,16300,15.92 KB,2026-06-04 10:58:43,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-phase23-his-connection-write-api-v1-design.md,2026-06-03-phase23-his-connection-write-api-v1-design.md,.md,16641,16.25 KB,2026-06-04 01:37:25,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-phase23-his-connection-write-repository-v1-design.md,2026-06-03-phase23-his-connection-write-repository-v1-design.md,.md,17737,17.32 KB,2026-06-04 01:59:41,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-03-real-his-adapter-preflight-design.md,2026-06-03-real-his-adapter-preflight-design.md,.md,16945,16.55 KB,2026-06-03 20:29:58,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-audit-reason-v1-design.md,2026-06-04-phase23-his-connection-audit-reason-v1-design.md,.md,13595,13.28 KB,2026-06-04 15:42:41,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-create-update-api-route-v1-design.md,2026-06-04-phase23-his-connection-create-update-api-route-v1-design.md,.md,14591,14.25 KB,2026-06-04 16:47:50,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-status-api-v1-design.md,2026-06-04-phase23-his-connection-status-api-v1-design.md,.md,18783,18.34 KB,2026-06-04 19:22:13,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-status-permission-v1-design.md,2026-06-04-phase23-his-connection-status-permission-v1-design.md,.md,15758,15.39 KB,2026-06-04 20:39:05,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-status-service-audit-reason-v1-design.md,2026-06-04-phase23-his-connection-status-service-audit-reason-v1-design.md,.md,11089,10.83 KB,2026-06-04 22:16:26,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-status-service-v1-design.md,2026-06-04-phase23-his-connection-status-service-v1-design.md,.md,17593,17.18 KB,2026-06-04 22:16:26,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-write-permission-v1-design.md,2026-06-04-phase23-his-connection-write-permission-v1-design.md,.md,13139,12.83 KB,2026-06-04 11:37:56,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-04-phase23-his-connection-write-service-v1-design.md,2026-06-04-phase23-his-connection-write-service-v1-design.md,.md,18505,18.07 KB,2026-06-04 14:29:28,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-05-phase23-his-connection-credential-management-plan.md,2026-06-05-phase23-his-connection-credential-management-plan.md,.md,18544,18.11 KB,2026-06-05 22:43:24,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-05-phase23-his-connection-credential-parser-service-dto-plan.md,2026-06-05-phase23-his-connection-credential-parser-service-dto-plan.md,.md,24439,23.87 KB,2026-06-06 00:08:48,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-05-phase23-his-connection-credential-storage-plan.md,2026-06-05-phase23-his-connection-credential-storage-plan.md,.md,18861,18.42 KB,2026-06-05 23:08:57,4,docs,docs,tracked,False
docs/superpowers/specs/2026-06-05-phase23-his-connection-status-api-closeout.md,2026-06-05-phase23-his-connection-status-api-closeout.md,.md,5479,5.35 KB,2026-06-05 21:44:05,4,docs,docs,tracked,False
