batch_order,batch_group,family_key,domains,phase18_strategy,route_count,versioned_route_count,unversioned_route_count,pair_status,http_methods,dynamic_route_count,current_risks,known_runtime_consumer_count,test_reference_file_count,replication_shape,admission_gate,block_reason,action_now,route_paths
4,keep_current,/api/open-platform/knowledge-management/items/[knowledgeId]/visibility,open-platform,KEEP_CURRENT,1,1,0,versioned_only,DELETE；POST,1,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/visibility/route.ts
4,keep_current,/api/open-platform/knowledge-management/qa,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/qa/route.ts
4,keep_current,/api/open-platform/knowledge-management/qa/audits,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/qa/audits/route.ts
4,keep_current,/api/open-platform/knowledge-management/search,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/search/route.ts
4,keep_current,/api/open-platform/knowledge-management/vector-search,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/vector-search/route.ts
4,keep_current,/api/open-platform/package-ai-quota,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/package-ai-quota/route.ts
4,keep_current,/api/open-platform/plan-catalog,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/plan-catalog/route.ts
4,keep_current,/api/open-platform/plan-catalog/[planId]/versions,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/plan-catalog/[planId]/versions/route.ts
4,keep_current,/api/open-platform/plan-catalog/versions/[versionId],open-platform,KEEP_CURRENT,1,1,0,versioned_only,PUT,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/route.ts
4,keep_current,/api/open-platform/plan-catalog/versions/[versionId]/publish,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/publish/route.ts
4,keep_current,/api/open-platform/plan-catalog/versions/[versionId]/retire,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,1,low,1,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/retire/route.ts
4,keep_current,/api/open-platform/provider-configs,open-platform,KEEP_CURRENT,1,1,0,versioned_only,DELETE；GET；POST；PUT,0,low,1,4,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/provider-configs/route.ts
4,keep_current,/api/open-platform/provider-configs/smoke,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/provider-configs/smoke/route.ts
4,keep_current,/api/open-platform/tenant-plan-options,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/tenant-plan-options/route.ts
4,keep_current,/api/open-platform/tenants/[tenantId]/account,open-platform,KEEP_CURRENT,1,1,0,versioned_only,PATCH,1,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/tenants/[tenantId]/account/route.ts
4,keep_current,/api/open-platform/tenants/[tenantId]/commercial-records,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/tenants/[tenantId]/commercial-records/route.ts
4,keep_current,/api/open-platform/tenants/[tenantId]/entitlement-usage,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,1,low,1,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/tenants/[tenantId]/entitlement-usage/route.ts
4,keep_current,/api/open-platform/tenants/[tenantId]/plan-change,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/tenants/[tenantId]/plan-change/route.ts
4,keep_current,/api/open-platform/tenants/[tenantId]/plan-change-preview,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/tenants/[tenantId]/plan-change-preview/route.ts
4,keep_current,/api/open-platform/trial-data-reset,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET；POST,0,low,1,0,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/trial-data-reset/route.ts
4,keep_current,/api/workspace-dashboard/readonly-aggregation,workspace-dashboard,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,4,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/workspace-dashboard/readonly-aggregation/route.ts
5,blocked_manual_decision,/api/institution/dashboard-stats,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET,0,high,0,1,simple_shape_without_exact_capability_off_contract,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/dashboard-stats/route.ts
5,blocked_manual_decision,/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task/route.ts
5,blocked_manual_decision,/api/institution/followup-paths/templates,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET,0,high,0,1,simple_shape_without_exact_capability_off_contract,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/followup-paths/templates/route.ts
5,blocked_manual_decision,/api/institution/his-connections/[connectionId]/credentials/clear,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts
5,blocked_manual_decision,/api/institution/his-connections/[connectionId]/credentials/revoke,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts
5,blocked_manual_decision,/api/institution/his-connections/[connectionId]/credentials/rotate,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts
5,blocked_manual_decision,/api/institution/his-connections/[connectionId]/pause,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/his-connections/[connectionId]/pause/route.ts
5,blocked_manual_decision,/api/institution/his-connections/[connectionId]/resume,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/his-connections/[connectionId]/resume/route.ts
5,blocked_manual_decision,/api/institution/his-connections/[connectionId]/revoke,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/his-connections/[connectionId]/revoke/route.ts
5,blocked_manual_decision,/api/institution/his-connections/[connectionId]/test-connection,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,1,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts
5,blocked_manual_decision,/api/institution/opportunities,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET,0,high,0,1,simple_shape_without_exact_capability_off_contract,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/opportunities/route.ts
5,blocked_manual_decision,/api/institution/real-channel-preflight,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/real-channel-preflight/route.ts
5,blocked_manual_decision,/api/institution/safety-switch,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；PATCH,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/safety-switch/route.ts
5,blocked_manual_decision,/api/institution/wecom-customer-contact-precheck,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/wecom-customer-contact-precheck/route.ts
5,blocked_manual_decision,/api/institution/wecom-customer-contact-readonly-proof,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,0,high,0,2,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/wecom-customer-contact-readonly-proof/route.ts
5,blocked_manual_decision,/api/institution/wecom-customer-contact-readonly-proof-mock,institution,BLOCK_MANUAL_DECISION,1,0,1,unversioned_only,GET；POST,0,high,0,1,not_applicable,human_decision_required,existing_manual_block_or_auxiliary_governance,none_audit_only,src/app/api/institution/wecom-customer-contact-readonly-proof-mock/route.ts
5,blocked_manual_decision,/api/institution/wecom-official-dry-run-config,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/wecom-official-dry-run-config/route.ts
5,blocked_manual_decision,/api/institution/wecom-official-dry-run-snapshot,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/wecom-official-dry-run-snapshot/route.ts
5,blocked_manual_decision,/api/institution/wecom-official-dry-run/evaluate,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,POST,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/wecom-official-dry-run/evaluate/route.ts
5,blocked_manual_decision,/api/institution/wecom-official-internal-message-proof,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/wecom-official-internal-message-proof/route.ts
5,blocked_manual_decision,/api/institution/wecom-official-secret-precheck,institution,REQUIRE_COMPATIBILITY_ENTRY,1,0,1,unversioned_only,GET；POST,0,high,0,1,does_not_match_closed_pilot_shape,family_specific_design_required,compatibility_entry_not_safe_for_automatic_replication,none_audit_only,src/app/api/institution/wecom-official-secret-precheck/route.ts
5,blocked_manual_decision,/api/knowledge-base/demo-readonly,knowledge-base,BLOCK_MANUAL_DECISION,1,1,0,versioned_only,GET,0,high,1,4,not_applicable,human_decision_required,existing_manual_block_or_auxiliary_governance,none_audit_only,src/app/api/v1/knowledge-base/demo-readonly/route.ts
5,blocked_manual_decision,/api/open-platform/tenants,open-platform,BLOCK_MANUAL_DECISION,2,1,1,versioned_unversioned_overlap,GET；POST,0,high；low,2,9,not_applicable,human_decision_required,existing_manual_block_or_auxiliary_governance,none_audit_only,src/app/api/open-platform/tenants/route.ts；src/app/api/v1/open-platform/tenants/route.ts
