original_path,current_path,governance_category,role,owner,loc,import_count,inbound_consumer_count,test_consumer_count,runtime_boundary_tokens,cross_module_outbound_count,cross_module_inbound_count,reverse_dependency_count,cycle_member,classification_reason,next_action,blocking_phase29
src/modules/open-platform/tests/AiUsageCreditsClient.test.ts,src/modules/open-platform/tests/AiUsageCreditsClient.test.ts,protected_boundary,test,shared,268,2,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/AiUsageCreditsManagement.test.ts,src/modules/open-platform/tests/AiUsageCreditsManagement.test.ts,protected_boundary,test,shared,429,2,0,0,network；credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/CommercialBoundaryPanel.test.tsx,src/modules/open-platform/tests/CommercialBoundaryPanel.test.tsx,protected_boundary,test,commercial_entitlement,30,3,0,0,browser_runtime,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandApiRoute.test.ts,src/modules/open-platform/tests/HomepageBrandApiRoute.test.ts,protected_boundary,test,homepage_brand,273,12,0,0,database；network,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandAssetPublicRoute.test.ts,src/modules/open-platform/tests/HomepageBrandAssetPublicRoute.test.ts,protected_boundary,test,homepage_brand,46,4,0,0,network,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandAssetStorage.test.ts,src/modules/open-platform/tests/HomepageBrandAssetStorage.test.ts,protected_boundary,test,homepage_brand,55,5,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandConfig.test.ts,src/modules/open-platform/tests/HomepageBrandConfig.test.ts,protected_boundary,test,homepage_brand,87,2,0,0,network,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandLocalRepository.test.ts,src/modules/open-platform/tests/HomepageBrandLocalRepository.test.ts,protected_boundary,test,homepage_brand,143,10,0,0,database；environment,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandPanel.test.tsx,src/modules/open-platform/tests/HomepageBrandPanel.test.tsx,protected_boundary,test,homepage_brand,859,5,0,0,browser_runtime,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandRepository.test.ts,src/modules/open-platform/tests/HomepageBrandRepository.test.ts,protected_boundary,test,homepage_brand,39,4,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandSchema.test.ts,src/modules/open-platform/tests/HomepageBrandSchema.test.ts,protected_boundary,test,homepage_brand,54,4,0,0,database；environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/HomepageBrandService.test.ts,src/modules/open-platform/tests/HomepageBrandService.test.ts,protected_boundary,test,homepage_brand,357,3,0,0,,1,0,0,no,cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenConnectionRoadmapPanel.test.tsx,src/modules/open-platform/tests/OpenConnectionRoadmapPanel.test.tsx,protected_boundary,test,shared,29,3,0,0,browser_runtime,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiCreditMeteringRulesPanel.test.tsx,src/modules/open-platform/tests/OpenPlatformAiCreditMeteringRulesPanel.test.tsx,protected_boundary,test,ai_runtime,224,3,0,0,network；credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiModelConfigContract.test.ts,src/modules/open-platform/tests/OpenPlatformAiModelConfigContract.test.ts,protected_boundary,test,platform_config,186,2,0,0,network；credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiModelConfigPanel.test.tsx,src/modules/open-platform/tests/OpenPlatformAiModelConfigPanel.test.tsx,protected_boundary,test,platform_config,854,6,0,0,environment；network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiModelConfigPersistence.test.ts,src/modules/open-platform/tests/OpenPlatformAiModelConfigPersistence.test.ts,protected_boundary,test,platform_config,459,5,0,0,database；network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiModelRegistryContract.test.ts,src/modules/open-platform/tests/OpenPlatformAiModelRegistryContract.test.ts,protected_boundary,test,shared,281,2,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiModelVendorOperations.test.ts,src/modules/open-platform/tests/OpenPlatformAiModelVendorOperations.test.ts,protected_boundary,test,provider_config,682,10,0,0,database；environment；network；credential_or_provider,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiProviderConfig.test.ts,src/modules/open-platform/tests/OpenPlatformAiProviderConfig.test.ts,protected_boundary,test,provider_config,295,6,0,0,environment；network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiReadonlyContract.test.ts,src/modules/open-platform/tests/OpenPlatformAiReadonlyContract.test.ts,protected_boundary,test,shared,154,3,0,0,network；credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiReadonlyPanel.test.tsx,src/modules/open-platform/tests/OpenPlatformAiReadonlyPanel.test.tsx,protected_boundary,test,shared,224,4,0,0,,1,0,0,no,cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiRuntimeConfig.test.ts,src/modules/open-platform/tests/OpenPlatformAiRuntimeConfig.test.ts,protected_boundary,test,platform_config,149,4,0,0,network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiRuntimeSmoke.test.ts,src/modules/open-platform/tests/OpenPlatformAiRuntimeSmoke.test.ts,protected_boundary,test,ai_runtime,301,6,0,0,network；credential_or_provider,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiUsageCostContract.test.ts,src/modules/open-platform/tests/OpenPlatformAiUsageCostContract.test.ts,protected_boundary,test,shared,151,2,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAiUsageCreditsPanel.test.tsx,src/modules/open-platform/tests/OpenPlatformAiUsageCreditsPanel.test.tsx,protected_boundary,test,shared,884,3,0,0,network；browser_runtime；credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformAuditEventsPanel.test.tsx,src/modules/open-platform/tests/OpenPlatformAuditEventsPanel.test.tsx,keep_current,test,audit,235,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/OpenPlatformGovernanceDomain.test.ts,src/modules/open-platform/tests/OpenPlatformGovernanceDomain.test.ts,protected_boundary,test,shared,112,3,0,0,browser_runtime；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformGovernancePanel.test.tsx,src/modules/open-platform/tests/OpenPlatformGovernancePanel.test.tsx,protected_boundary,test,shared,39,3,0,0,browser_runtime,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementApiContract.test.ts,src/modules/open-platform/tests/OpenPlatformKnowledgeManagementApiContract.test.ts,protected_boundary,test,knowledge,287,5,0,0,network,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementPanel.test.tsx,src/modules/open-platform/tests/OpenPlatformKnowledgeManagementPanel.test.tsx,protected_boundary,test,knowledge,1910,7,0,0,network,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementRealApiRoute.test.ts,src/modules/open-platform/tests/OpenPlatformKnowledgeManagementRealApiRoute.test.ts,protected_boundary,test,knowledge,541,9,0,0,database；network,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformKnowledgeManagementRealCore.test.ts,src/modules/open-platform/tests/OpenPlatformKnowledgeManagementRealCore.test.ts,keep_current,test,knowledge,333,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/OpenPlatformTenantManagementApiRoute.test.ts,src/modules/open-platform/tests/OpenPlatformTenantManagementApiRoute.test.ts,protected_boundary,test,tenant_governance,364,6,0,0,database；network,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformTenantManagementDomain.test.ts,src/modules/open-platform/tests/OpenPlatformTenantManagementDomain.test.ts,keep_current,test,tenant_governance,218,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/OpenPlatformTenantManagementPanel.test.tsx,src/modules/open-platform/tests/OpenPlatformTenantManagementPanel.test.tsx,protected_boundary,test,tenant_governance,1066,3,0,0,browser_runtime,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformTenantManagementRepository.test.ts,src/modules/open-platform/tests/OpenPlatformTenantManagementRepository.test.ts,protected_boundary,test,tenant_governance,390,5,0,0,database,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/OpenPlatformTenantManagementView.test.ts,src/modules/open-platform/tests/OpenPlatformTenantManagementView.test.ts,keep_current,test,tenant_governance,137,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/PackageAiQuotaReadonlyApiRoute.test.ts,src/modules/open-platform/tests/PackageAiQuotaReadonlyApiRoute.test.ts,protected_boundary,test,commercial_entitlement,123,3,0,0,database；network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PackageAiQuotaReadonlyService.test.ts,src/modules/open-platform/tests/PackageAiQuotaReadonlyService.test.ts,protected_boundary,test,commercial_entitlement,102,2,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlanCatalogApiRoute.test.ts,src/modules/open-platform/tests/PlanCatalogApiRoute.test.ts,protected_boundary,test,commercial_entitlement,365,10,0,0,database；network,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlanCatalogDomain.test.ts,src/modules/open-platform/tests/PlanCatalogDomain.test.ts,keep_current,test,commercial_entitlement,180,2,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/PlanCatalogRepository.test.ts,src/modules/open-platform/tests/PlanCatalogRepository.test.ts,protected_boundary,test,commercial_entitlement,173,5,0,0,database,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformCommercialHealthClient.test.ts,src/modules/open-platform/tests/PlatformCommercialHealthClient.test.ts,keep_current,test,commercial_entitlement,134,2,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/PlatformCommercialHealthDomain.test.ts,src/modules/open-platform/tests/PlatformCommercialHealthDomain.test.ts,protected_boundary,test,commercial_entitlement,438,4,0,0,,1,0,0,no,cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformConsoleUx.test.tsx,src/modules/open-platform/tests/PlatformConsoleUx.test.tsx,protected_boundary,test,shared,16,3,0,0,,1,0,0,no,cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformEntitlementUsageApiRoute.test.ts,src/modules/open-platform/tests/PlatformEntitlementUsageApiRoute.test.ts,protected_boundary,test,commercial_entitlement,192,3,0,0,database；network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeAiProviderSafetyAdapter.test.ts,src/modules/open-platform/tests/PlatformKnowledgeAiProviderSafetyAdapter.test.ts,protected_boundary,test,knowledge,200,2,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeAiProviderSafetyAdapterDoc.test.ts,src/modules/open-platform/tests/PlatformKnowledgeAiProviderSafetyAdapterDoc.test.ts,protected_boundary,test,knowledge,26,2,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeAiReadinessE2EDoc.test.ts,src/modules/open-platform/tests/PlatformKnowledgeAiReadinessE2EDoc.test.ts,protected_boundary,test,knowledge,28,2,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeAiReadinessEvaluation.test.ts,src/modules/open-platform/tests/PlatformKnowledgeAiReadinessEvaluation.test.ts,protected_boundary,test,knowledge,447,8,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeDirectoryManagementApiRoute.test.ts,src/modules/open-platform/tests/PlatformKnowledgeDirectoryManagementApiRoute.test.ts,protected_boundary,test,knowledge,408,9,0,0,database；network,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeDocumentParsingApiRoute.test.ts,src/modules/open-platform/tests/PlatformKnowledgeDocumentParsingApiRoute.test.ts,protected_boundary,test,knowledge,641,18,0,0,database；environment；network；next_runtime,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeDocumentParsingService.test.ts,src/modules/open-platform/tests/PlatformKnowledgeDocumentParsingService.test.ts,protected_boundary,test,knowledge,1231,9,0,0,environment；network；browser_runtime,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeEmbeddingVectorSearchApiRoute.test.ts,src/modules/open-platform/tests/PlatformKnowledgeEmbeddingVectorSearchApiRoute.test.ts,protected_boundary,test,knowledge,271,8,0,0,database；network,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeEmbeddingVectorSearchService.test.ts,src/modules/open-platform/tests/PlatformKnowledgeEmbeddingVectorSearchService.test.ts,protected_boundary,test,knowledge,634,3,0,0,network；credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeFileManagementApiRoute.test.ts,src/modules/open-platform/tests/PlatformKnowledgeFileManagementApiRoute.test.ts,protected_boundary,test,knowledge,539,20,0,0,database；environment；network；next_runtime,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeFileManagementService.test.ts,src/modules/open-platform/tests/PlatformKnowledgeFileManagementService.test.ts,protected_boundary,test,knowledge,543,4,0,0,,1,0,0,no,cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeFileStorage.test.ts,src/modules/open-platform/tests/PlatformKnowledgeFileStorage.test.ts,protected_boundary,test,knowledge,50,5,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeIndexingJobService.test.ts,src/modules/open-platform/tests/PlatformKnowledgeIndexingJobService.test.ts,protected_boundary,test,knowledge,531,5,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeKeywordSearchApiRoute.test.ts,src/modules/open-platform/tests/PlatformKnowledgeKeywordSearchApiRoute.test.ts,protected_boundary,test,knowledge,241,7,0,0,database；network,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeKeywordSearchService.test.ts,src/modules/open-platform/tests/PlatformKnowledgeKeywordSearchService.test.ts,keep_current,test,knowledge,395,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/PlatformKnowledgeMockContract.test.ts,src/modules/open-platform/tests/PlatformKnowledgeMockContract.test.ts,keep_current,test,knowledge,108,2,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/PlatformKnowledgeProductionGoNoGoAcceptance.test.ts,src/modules/open-platform/tests/PlatformKnowledgeProductionGoNoGoAcceptance.test.ts,protected_boundary,test,knowledge,431,10,0,0,environment；credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeProductionGoNoGoDoc.test.ts,src/modules/open-platform/tests/PlatformKnowledgeProductionGoNoGoDoc.test.ts,protected_boundary,test,knowledge,36,2,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeProductionGovernanceDoc.test.ts,src/modules/open-platform/tests/PlatformKnowledgeProductionGovernanceDoc.test.ts,protected_boundary,test,knowledge,36,3,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeProductionGovernancePolicy.test.ts,src/modules/open-platform/tests/PlatformKnowledgeProductionGovernancePolicy.test.ts,protected_boundary,test,knowledge,571,5,0,0,environment,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeQaApiRoute.test.ts,src/modules/open-platform/tests/PlatformKnowledgeQaApiRoute.test.ts,protected_boundary,test,knowledge,644,16,0,0,database；environment；network；next_runtime,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeQaFinalAcceptanceDoc.test.ts,src/modules/open-platform/tests/PlatformKnowledgeQaFinalAcceptanceDoc.test.ts,protected_boundary,test,knowledge,40,3,0,0,environment,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/PlatformKnowledgeQaService.test.ts,src/modules/open-platform/tests/PlatformKnowledgeQaService.test.ts,protected_boundary,test,knowledge,609,7,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/ProductPlanPanel.test.tsx,src/modules/open-platform/tests/ProductPlanPanel.test.tsx,keep_current,test,commercial_entitlement,455,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/TenantAccountManagementApiRoute.test.ts,src/modules/open-platform/tests/TenantAccountManagementApiRoute.test.ts,protected_boundary,test,tenant_governance,313,8,0,0,database；network,3,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantAccountManagementRepository.test.ts,src/modules/open-platform/tests/TenantAccountManagementRepository.test.ts,protected_boundary,test,tenant_governance,473,5,0,0,database,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantAccountManagementService.test.ts,src/modules/open-platform/tests/TenantAccountManagementService.test.ts,keep_current,test,tenant_governance,187,2,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/TenantCommercialRecordsApiRoute.test.ts,src/modules/open-platform/tests/TenantCommercialRecordsApiRoute.test.ts,protected_boundary,test,commercial_entitlement,168,6,0,0,database；network,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantCommercialRecordsDomain.test.ts,src/modules/open-platform/tests/TenantCommercialRecordsDomain.test.ts,keep_current,test,commercial_entitlement,70,2,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/TenantCommercialRecordsRepository.test.ts,src/modules/open-platform/tests/TenantCommercialRecordsRepository.test.ts,protected_boundary,test,commercial_entitlement,108,5,0,0,database,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantPlanBindingApiRoute.test.ts,src/modules/open-platform/tests/TenantPlanBindingApiRoute.test.ts,protected_boundary,test,commercial_entitlement,412,9,0,0,database；network,3,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantPlanBindingDomain.test.ts,src/modules/open-platform/tests/TenantPlanBindingDomain.test.ts,keep_current,test,commercial_entitlement,121,2,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/TenantPlanBindingRepository.test.ts,src/modules/open-platform/tests/TenantPlanBindingRepository.test.ts,protected_boundary,test,commercial_entitlement,443,5,0,0,database,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantPlanBindingService.test.ts,src/modules/open-platform/tests/TenantPlanBindingService.test.ts,keep_current,test,commercial_entitlement,397,2,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/TenantPlanChangeApiRoute.test.ts,src/modules/open-platform/tests/TenantPlanChangeApiRoute.test.ts,protected_boundary,test,commercial_entitlement,422,8,0,0,database；network,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantPlanChangeDomain.test.ts,src/modules/open-platform/tests/TenantPlanChangeDomain.test.ts,keep_current,test,commercial_entitlement,158,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/TenantPlanChangeRepository.test.ts,src/modules/open-platform/tests/TenantPlanChangeRepository.test.ts,protected_boundary,test,commercial_entitlement,392,5,0,0,database,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/TenantPlanChangeService.test.ts,src/modules/open-platform/tests/TenantPlanChangeService.test.ts,keep_current,test,commercial_entitlement,447,3,0,0,,0,0,0,no,role_test,retain_current_location_and_stable_entry,no
src/modules/open-platform/tests/TrialDataResetService.test.ts,src/modules/open-platform/tests/TrialDataResetService.test.ts,protected_boundary,test,tenant_governance,66,3,0,0,database,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/VendorCatalog.test.ts,src/modules/open-platform/tests/VendorCatalog.test.ts,protected_boundary,test,provider_config,80,4,0,0,environment；network,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/VendorProviderConfig.test.ts,src/modules/open-platform/tests/VendorProviderConfig.test.ts,protected_boundary,test,provider_config,482,9,0,0,database；environment；network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/VendorProviderSmoke.test.ts,src/modules/open-platform/tests/VendorProviderSmoke.test.ts,protected_boundary,test,provider_config,306,6,0,0,network；credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/WeComCustomerDataGovernanceApiRoute.test.ts,src/modules/open-platform/tests/WeComCustomerDataGovernanceApiRoute.test.ts,protected_boundary,test,shared,227,5,0,0,network；credential_or_provider,2,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/WeComCustomerDataGovernanceDomain.test.ts,src/modules/open-platform/tests/WeComCustomerDataGovernanceDomain.test.ts,protected_boundary,test,shared,183,2,0,0,credential_or_provider,0,0,0,no,runtime_boundary,require_boundary_specific_runtime_security_or_dependency_plan,no
src/modules/open-platform/tests/WeComCustomerDataGovernancePanel.test.tsx,src/modules/open-platform/tests/WeComCustomerDataGovernancePanel.test.tsx,protected_boundary,test,shared,192,5,0,0,credential_or_provider,1,0,0,no,runtime_boundary；cross_module_outbound,require_boundary_specific_runtime_security_or_dependency_plan,no
