family_key,domains,route_count,versioned_route_count,unversioned_route_count,pair_status,phase11_candidate_count,phase12_gap_count,http_methods,runtime_reference_file_count,test_reference_file_count,dynamic_route_count,current_matrix_actions,governance_priority,migration_ready,route_paths,runtime_reference_files,recommended_next_action
/api/open-platform/ai-runtime/status,open-platform,1,1,0,versioned_only,0,1,GET,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-runtime/status/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-usage,open-platform,1,1,0,versioned_only,0,1,GET,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-usage/route.ts,src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-usage-credits,open-platform,1,0,1,unversioned_only,1,0,GET,1,4,0,API_VERSION_REVIEW,P2,no,src/app/api/open-platform/ai-usage-credits/route.ts,src/modules/open-platform/client/platform-ai-usage-credits-client.ts,保持原路径；明确是否需要版本化入口
/api/open-platform/audit-events,open-platform,1,0,1,unversioned_only,1,0,GET,1,5,0,API_VERSION_REVIEW,P2,no,src/app/api/open-platform/audit-events/route.ts,src/modules/audit/client/open-platform-audit-events-client.ts,保持原路径；明确是否需要版本化入口
/api/open-platform/homepage-brand,open-platform,1,1,0,versioned_only,0,1,GET,2,4,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/homepage-brand/route.ts,src/app/(marketing)/page.tsx；src/modules/open-platform/components/HomepageBrandPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/homepage-brand/assets,open-platform,1,1,0,versioned_only,0,1,POST,0,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/homepage-brand/assets/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/homepage-brand/draft,open-platform,1,1,0,versioned_only,0,1,PUT,0,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/homepage-brand/draft/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/homepage-brand/publish,open-platform,1,1,0,versioned_only,0,1,POST,0,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/homepage-brand/publish/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/homepage-brand/rollback,open-platform,1,1,0,versioned_only,0,1,POST,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/homepage-brand/rollback/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/homepage-brand/versions,open-platform,1,1,0,versioned_only,0,1,GET,0,0,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/homepage-brand/versions/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management,open-platform,1,1,0,versioned_only,0,1,GET,2,9,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx；src/modules/open-platform/lib/platformKnowledgeManagementViewLoader.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/capabilities,open-platform,1,1,0,versioned_only,0,1,GET,0,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/capabilities/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/directories,open-platform,1,1,0,versioned_only,0,1,POST,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/directories/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/directories/[directoryId],open-platform,1,1,0,versioned_only,0,1,DELETE；PATCH,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/directories/[directoryId]/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/directories/reorder,open-platform,1,1,0,versioned_only,0,1,PATCH,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/directories/reorder/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/embeddings,open-platform,1,1,0,versioned_only,0,1,POST,1,3,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/embeddings/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/files,open-platform,1,1,0,versioned_only,0,1,GET,1,3,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/files/route.ts,src/modules/open-platform/lib/platformKnowledgeManagementViewLoader.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/items,open-platform,1,1,0,versioned_only,0,1,GET,2,5,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/items/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx；src/modules/open-platform/lib/platformKnowledgeManagementViewLoader.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/items/[knowledgeId]/files,open-platform,1,1,0,versioned_only,0,1,GET；POST,1,3,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId],open-platform,1,1,0,versioned_only,0,1,DELETE,1,3,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download,open-platform,1,1,0,versioned_only,0,1,GET,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse,open-platform,1,1,0,versioned_only,0,1,GET；POST,1,1,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks,open-platform,1,1,0,versioned_only,0,1,GET,1,1,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/items/[knowledgeId]/visibility,open-platform,1,1,0,versioned_only,0,1,DELETE；POST,0,1,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/visibility/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/qa,open-platform,1,1,0,versioned_only,0,1,POST,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/qa/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/qa/audits,open-platform,1,1,0,versioned_only,0,1,GET,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/qa/audits/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/search,open-platform,1,1,0,versioned_only,0,1,GET,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/search/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/knowledge-management/vector-search,open-platform,1,1,0,versioned_only,0,1,GET,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/knowledge-management/vector-search/route.ts,src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/package-ai-quota,open-platform,1,1,0,versioned_only,0,1,GET,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/package-ai-quota/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/plan-catalog,open-platform,1,1,0,versioned_only,0,1,GET,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/plan-catalog/route.ts,src/modules/open-platform/client/platform-plan-catalog-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/plan-catalog/[planId]/versions,open-platform,1,1,0,versioned_only,0,1,POST,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/plan-catalog/[planId]/versions/route.ts,src/modules/open-platform/client/platform-plan-catalog-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/plan-catalog/versions/[versionId],open-platform,1,1,0,versioned_only,0,1,PUT,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/route.ts,src/modules/open-platform/client/platform-plan-catalog-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/plan-catalog/versions/[versionId]/publish,open-platform,1,1,0,versioned_only,0,1,POST,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/publish/route.ts,src/modules/open-platform/client/platform-plan-catalog-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/plan-catalog/versions/[versionId]/retire,open-platform,1,1,0,versioned_only,0,1,POST,1,1,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/retire/route.ts,src/modules/open-platform/client/platform-plan-catalog-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/provider-configs,open-platform,1,1,0,versioned_only,0,1,DELETE；GET；POST；PUT,1,4,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/provider-configs/route.ts,src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/provider-configs/smoke,open-platform,1,1,0,versioned_only,0,1,POST,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/provider-configs/smoke/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/tenant-plan-options,open-platform,1,1,0,versioned_only,0,1,GET,1,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/tenant-plan-options/route.ts,src/modules/open-platform/client/platform-tenant-management-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/tenants,open-platform,2,1,1,versioned_unversioned_overlap,1,1,GET；POST,2,9,0,API_VERSION_REVIEW；KEEP_REVIEW,P0,no,src/app/api/open-platform/tenants/route.ts；src/app/api/v1/open-platform/tenants/route.ts,src/modules/open-platform/client/platform-tenant-management-client.ts；src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,选择单一路由族形成行为等价、兼容期、观测与回退契约；当前禁止移动
/api/open-platform/tenants/[tenantId]/account,open-platform,1,1,0,versioned_only,0,1,PATCH,0,1,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/tenants/[tenantId]/account/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/tenants/[tenantId]/commercial-records,open-platform,1,1,0,versioned_only,0,1,GET,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/tenants/[tenantId]/commercial-records/route.ts,src/modules/open-platform/client/platform-tenant-management-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/tenants/[tenantId]/entitlement-usage,open-platform,1,1,0,versioned_only,0,1,GET,1,1,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/tenants/[tenantId]/entitlement-usage/route.ts,src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/tenants/[tenantId]/plan-change,open-platform,1,1,0,versioned_only,0,1,POST,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/tenants/[tenantId]/plan-change/route.ts,src/modules/open-platform/client/platform-tenant-management-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/tenants/[tenantId]/plan-change-preview,open-platform,1,1,0,versioned_only,0,1,POST,1,2,1,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/tenants/[tenantId]/plan-change-preview/route.ts,src/modules/open-platform/client/platform-tenant-management-client.ts,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/trial-data-reset,open-platform,1,1,0,versioned_only,0,1,GET；POST,1,0,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/trial-data-reset/route.ts,src/modules/open-platform/components/TrialDataResetPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/wecom/customer-data-governance,open-platform,1,0,1,unversioned_only,1,0,GET,1,2,0,API_VERSION_REVIEW,P2,no,src/app/api/open-platform/wecom/customer-data-governance/route.ts,src/modules/open-platform/components/WeComCustomerDataGovernancePanel.tsx,保持原路径；明确是否需要版本化入口
/api/version,version,1,0,1,unversioned_only,1,0,GET,1,1,0,API_VERSION_REVIEW,P2,no,src/app/api/version/route.ts,src/modules/open-platform/components/TrialV01ExperienceHandoffPanel.tsx,保持原路径；明确是否需要版本化入口
/api/workspace-dashboard/readonly-aggregation,workspace-dashboard,1,1,0,versioned_only,0,1,GET,1,4,0,KEEP_REVIEW,P1,no,src/app/api/v1/workspace-dashboard/readonly-aggregation/route.ts,src/modules/workspace/components/InstitutionWorkspace.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
