original_path,current_path,role,owner,loc,import_count,inbound_consumer_count,test_consumer_count,cross_module_outbound_count,cross_module_inbound_count,reverse_dependency_count,cycle_member,runtime_boundary_tokens,governance_category,classification_reason,recommended_action,stable_entry_suggestion
src/modules/institution/server/institution-ai-call-usage-repository.ts,src/modules/institution/server/institution-ai-call-usage-repository.ts,server_repository,entitlement,231,7,2,1,4,1,0,no,database,protected_boundary,server_repository；runtime_boundary:database；cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/entitlement/index.ts
src/modules/institution/server/institution-ai-service-usage.ts,src/modules/institution/server/institution-ai-service-usage.ts,server_service,entitlement,465,6,1,1,2,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/entitlement/index.ts
src/modules/institution/server/institution-capability-status-evaluator.ts,src/modules/institution/server/institution-capability-status-evaluator.ts,server_service,shared,187,3,3,2,2,0,0,no,,protected_boundary,cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/institution-capability-status-reader.ts,src/modules/institution/server/institution-capability-status-reader.ts,server_service,shared,416,5,2,2,3,0,0,no,,protected_boundary,cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/institution-knowledge-file-management-service.ts,src/modules/institution/server/institution-knowledge-file-management-service.ts,server_service,knowledge,105,1,1,1,1,1,0,no,,protected_boundary,cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-file-parsing-service.ts,src/modules/institution/server/institution-knowledge-file-parsing-service.ts,server_service,knowledge,124,2,1,1,2,1,0,no,,protected_boundary,cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-keyword-search-service.ts,src/modules/institution/server/institution-knowledge-keyword-search-service.ts,server_service,knowledge,13,1,3,1,1,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-management-service.ts,src/modules/institution/server/institution-knowledge-management-service.ts,server_service,knowledge,314,3,2,2,1,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-qa-service.ts,src/modules/institution/server/institution-knowledge-qa-service.ts,server_service,knowledge,7,1,0,0,1,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-rag-answer-service.ts,src/modules/institution/server/institution-knowledge-rag-answer-service.ts,server_service,knowledge,522,5,1,1,2,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-upload-service.ts,src/modules/institution/server/institution-knowledge-upload-service.ts,server_service,knowledge,426,8,1,1,5,0,0,no,database；browser_runtime,protected_boundary,runtime_boundary:database；browser_runtime；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-vector-search-service.ts,src/modules/institution/server/institution-knowledge-vector-search-service.ts,server_service,knowledge,21,1,0,0,1,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-knowledge-write-repository.ts,src/modules/institution/server/institution-knowledge-write-repository.ts,server_repository,knowledge,299,5,2,1,3,0,0,no,database；browser_runtime,protected_boundary,server_repository；runtime_boundary:database；browser_runtime；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/institution-rag-answer-provider.ts,src/modules/institution/server/institution-rag-answer-provider.ts,server_service,ai,254,1,3,2,1,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/ai/index.ts
src/modules/institution/server/institution-server-runtime.ts,src/modules/institution/server/institution-server-runtime.ts,server_service,shared,428,12,5,2,10,4,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound；cross_module_inbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/knowledge-quota-usage-service.ts,src/modules/institution/server/knowledge-quota-usage-service.ts,server_service,knowledge,109,4,3,0,2,2,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/knowledge/index.ts
src/modules/institution/server/opportunity-pool-service.ts,src/modules/institution/server/opportunity-pool-service.ts,server_service,opportunity,67,2,0,0,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/opportunity/index.ts
src/modules/institution/server/standard-treatment-event-mapper.ts,src/modules/institution/server/standard-treatment-event-mapper.ts,server_service,treatment,632,2,1,1,0,0,0,no,environment,protected_boundary,runtime_boundary:environment,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/treatment/index.ts
src/modules/institution/server/strict-input-snapshot.ts,src/modules/institution/server/strict-input-snapshot.ts,server_service,shared,182,1,4,2,0,0,0,no,,keep_current,shared_owner_requires_explicit_ownership_decision,keep_current_until_owner_is_resolved,src/modules/institution/shared/index.ts
src/modules/institution/server/tenant-business-api.ts,src/modules/institution/server/tenant-business-api.ts,server_service,shared,275,5,1,1,3,0,0,no,next_runtime,protected_boundary,runtime_boundary:next_runtime；cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/tenant-business-audit-transaction.ts,src/modules/institution/server/tenant-business-audit-transaction.ts,server_service,audit,28,3,0,0,2,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/audit/index.ts
src/modules/institution/server/tenant-business-repository.ts,src/modules/institution/server/tenant-business-repository.ts,server_repository,shared,2284,16,17,3,2,0,0,no,database,protected_boundary,server_repository；runtime_boundary:database；cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/tenant-business-write-input.ts,src/modules/institution/server/tenant-business-write-input.ts,server_service,shared,600,3,1,1,0,0,0,no,,keep_current,shared_owner_requires_explicit_ownership_decision,keep_current_until_owner_is_resolved,src/modules/institution/shared/index.ts
src/modules/institution/server/tenant-quota-enforcement.ts,src/modules/institution/server/tenant-quota-enforcement.ts,server_service,entitlement,470,5,7,2,3,4,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/entitlement/index.ts
src/modules/institution/server/treatment-followup-confirmation.ts,src/modules/institution/server/treatment-followup-confirmation.ts,server_service,followup,159,8,0,0,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/followup/index.ts
src/modules/institution/server/treatment-followup-suggestions.ts,src/modules/institution/server/treatment-followup-suggestions.ts,server_service,followup,98,4,2,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/followup/index.ts
src/modules/institution/server/treatment-summary-query-parser.ts,src/modules/institution/server/treatment-summary-query-parser.ts,server_service,treatment,244,2,3,2,0,0,0,no,environment,protected_boundary,runtime_boundary:environment,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/treatment/index.ts
src/modules/institution/server/treatment-summary-repository.ts,src/modules/institution/server/treatment-summary-repository.ts,server_repository,treatment,540,5,4,1,2,0,0,no,database,protected_boundary,server_repository；runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/treatment/index.ts
src/modules/institution/server/treatment-summary-write-input.ts,src/modules/institution/server/treatment-summary-write-input.ts,server_service,treatment,505,3,1,1,0,0,0,no,environment,protected_boundary,runtime_boundary:environment,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/treatment/index.ts
src/modules/institution/server/trial-provisioning-service.ts,src/modules/institution/server/trial-provisioning-service.ts,server_service,shared,426,5,0,0,2,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/trusted-reachout-safety-repository.ts,src/modules/institution/server/trusted-reachout-safety-repository.ts,server_repository,shared,341,6,9,3,2,0,0,no,database；external_channel,protected_boundary,server_repository；runtime_boundary:database；external_channel；cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/trusted-reachout-safety-service.ts,src/modules/institution/server/trusted-reachout-safety-service.ts,server_service,shared,224,6,2,1,3,0,0,no,browser_runtime,protected_boundary,runtime_boundary:browser_runtime；cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/trusted-reachout-safety-transaction.ts,src/modules/institution/server/trusted-reachout-safety-transaction.ts,server_service,shared,33,4,1,1,2,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/shared/index.ts
src/modules/institution/server/wecom-controlled-reachout-service.ts,src/modules/institution/server/wecom-controlled-reachout-service.ts,server_service,wecom,405,9,1,1,2,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-controlled-reachout-transaction.ts,src/modules/institution/server/wecom-controlled-reachout-transaction.ts,server_service,wecom,39,5,0,0,2,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-broadcast-task-mock-provider.ts,src/modules/institution/server/wecom-customer-broadcast-task-mock-provider.ts,server_service,wecom,101,2,2,2,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-broadcast-task-outcome-repository.ts,src/modules/institution/server/wecom-customer-broadcast-task-outcome-repository.ts,server_repository,wecom,290,4,4,2,2,0,0,no,database,protected_boundary,server_repository；runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-broadcast-task-outcome-service.ts,src/modules/institution/server/wecom-customer-broadcast-task-outcome-service.ts,server_service,wecom,281,2,2,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-broadcast-task-provider-contract.ts,src/modules/institution/server/wecom-customer-broadcast-task-provider-contract.ts,contract_types,wecom,61,1,3,1,0,0,1,no,,protected_boundary,reverse_dependency,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/contracts/wecom/index.ts
src/modules/institution/server/wecom-customer-broadcast-task-provider-runtime.ts,src/modules/institution/server/wecom-customer-broadcast-task-provider-runtime.ts,server_service,wecom,114,1,3,2,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-broadcast-task-recipient-resolver.ts,src/modules/institution/server/wecom-customer-broadcast-task-recipient-resolver.ts,server_service,wecom,224,3,1,1,2,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-contact-precheck-runtime.ts,src/modules/institution/server/wecom-customer-contact-precheck-runtime.ts,server_service,wecom,29,1,1,1,0,0,0,no,environment；external_channel,protected_boundary,runtime_boundary:environment；external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-contact-readonly-proof-runtime.ts,src/modules/institution/server/wecom-customer-contact-readonly-proof-runtime.ts,server_service,wecom,277,1,1,1,0,0,0,no,environment；network；external_channel,protected_boundary,runtime_boundary:environment；network；external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-mapping-candidates-reader.ts,src/modules/institution/server/wecom-customer-mapping-candidates-reader.ts,server_service,wecom,380,3,2,0,0,1,0,no,,protected_boundary,cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-mapping-repository.ts,src/modules/institution/server/wecom-customer-mapping-repository.ts,server_repository,wecom,163,4,7,2,2,0,0,no,database,protected_boundary,server_repository；runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-mapping-review-action-default-runtime.ts,src/modules/institution/server/wecom-customer-mapping-review-action-default-runtime.ts,server_service,wecom,48,2,0,0,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-mapping-review-action-mock-runtime.ts,src/modules/institution/server/wecom-customer-mapping-review-action-mock-runtime.ts,server_service,wecom,762,3,6,2,1,2,0,no,,protected_boundary,cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-mapping-service.ts,src/modules/institution/server/wecom-customer-mapping-service.ts,server_service,wecom,245,8,1,1,4,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-customer-mapping-transaction.ts,src/modules/institution/server/wecom-customer-mapping-transaction.ts,server_service,wecom,33,4,0,0,2,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-dry-run-snapshot-service.ts,src/modules/institution/server/wecom-dry-run-snapshot-service.ts,server_service,wecom,132,5,1,1,3,0,0,no,external_channel,protected_boundary,runtime_boundary:external_channel；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-official-internal-message-proof-runtime.ts,src/modules/institution/server/wecom-official-internal-message-proof-runtime.ts,server_service,wecom,121,1,0,0,0,0,0,no,environment；network；external_channel,protected_boundary,runtime_boundary:environment；network；external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-official-secret-precheck-runtime.ts,src/modules/institution/server/wecom-official-secret-precheck-runtime.ts,server_service,wecom,63,1,0,0,0,0,0,no,environment；network；external_channel,protected_boundary,runtime_boundary:environment；network；external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-real-send-execution-shell-service.ts,src/modules/institution/server/wecom-real-send-execution-shell-service.ts,server_service,wecom,442,9,1,1,1,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-real-send-proof-repository.ts,src/modules/institution/server/wecom-real-send-proof-repository.ts,server_repository,wecom,523,7,5,3,3,0,0,no,database；external_channel,protected_boundary,server_repository；runtime_boundary:database；external_channel；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/server/wecom-real-send-proof-service.ts,src/modules/institution/server/wecom-real-send-proof-service.ts,server_service,wecom,565,4,3,2,2,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/wecom/index.ts
src/modules/institution/tests/AiConversationWorkbench.test.tsx,src/modules/institution/tests/AiConversationWorkbench.test.tsx,test,conversation,763,5,0,0,0,0,0,no,environment；external_channel,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/conversation/index.ts
src/modules/institution/tests/AiCreditMeteringRulesRepository.test.ts,src/modules/institution/tests/AiCreditMeteringRulesRepository.test.ts,test,shared,285,5,0,0,2,0,0,no,database；network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/tests/AiCreditsMetering.test.ts,src/modules/institution/tests/AiCreditsMetering.test.ts,test,shared,304,3,0,0,0,0,0,no,network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/tests/CareMutationAccessibility.test.tsx,src/modules/institution/tests/CareMutationAccessibility.test.tsx,test,shared,308,7,0,0,0,0,0,no,browser_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/tests/CustomerCenterShellAccessibility.test.tsx,src/modules/institution/tests/CustomerCenterShellAccessibility.test.tsx,test,customer,184,3,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/customer/index.ts
src/modules/institution/tests/CustomerFollowUpFeedbackApiRoute.test.ts,src/modules/institution/tests/CustomerFollowUpFeedbackApiRoute.test.ts,test,followup,164,4,0,0,1,0,0,no,database；network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/CustomerFollowUpOverviewApiRoute.test.ts,src/modules/institution/tests/CustomerFollowUpOverviewApiRoute.test.ts,test,followup,142,3,0,0,1,0,0,no,database；network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/CustomerFollowUpTimelineApiRoute.test.ts,src/modules/institution/tests/CustomerFollowUpTimelineApiRoute.test.ts,test,followup,140,3,0,0,1,0,0,no,database；network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/CustomerImportApiRoute.test.ts,src/modules/institution/tests/CustomerImportApiRoute.test.ts,test,customer,344,4,0,0,1,0,0,no,database；environment；network；next_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/customer/index.ts
src/modules/institution/tests/CustomerImportBoundary.test.ts,src/modules/institution/tests/CustomerImportBoundary.test.ts,test,customer,183,2,0,0,0,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/customer/index.ts
src/modules/institution/tests/CustomerImportDomain.test.ts,src/modules/institution/tests/CustomerImportDomain.test.ts,test,customer,193,4,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/customer/index.ts
src/modules/institution/tests/CustomerTimelineApiRoutes.test.ts,src/modules/institution/tests/CustomerTimelineApiRoutes.test.ts,test,customer,126,3,0,0,1,0,0,no,database；network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/customer/index.ts
src/modules/institution/tests/CustomerTimelineDomain.test.ts,src/modules/institution/tests/CustomerTimelineDomain.test.ts,test,customer,394,6,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/customer/index.ts
src/modules/institution/tests/CustomerTimelineDrawer.test.tsx,src/modules/institution/tests/CustomerTimelineDrawer.test.tsx,test,customer,234,4,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/customer/index.ts
src/modules/institution/tests/DashboardStatsLegacyApiRoute.test.ts,src/modules/institution/tests/DashboardStatsLegacyApiRoute.test.ts,test,dashboard,186,6,0,0,3,0,0,no,database；network；next_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/dashboard/index.ts
src/modules/institution/tests/EntitlementUsageView.test.ts,src/modules/institution/tests/EntitlementUsageView.test.ts,test,entitlement,348,2,0,0,0,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/entitlement/index.ts
src/modules/institution/tests/FollowUpContactSafetyDomain.test.ts,src/modules/institution/tests/FollowUpContactSafetyDomain.test.ts,test,followup,161,2,0,0,0,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpCustomerTimelineDomain.test.ts,src/modules/institution/tests/FollowUpCustomerTimelineDomain.test.ts,test,followup,154,5,0,0,1,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpMessageDeliveryDomain.test.ts,src/modules/institution/tests/FollowUpMessageDeliveryDomain.test.ts,test,followup,589,5,0,0,0,0,0,no,environment；external_channel,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts,test,followup,333,9,0,0,6,0,0,no,database；network；next_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpMessageDraftDomain.test.ts,src/modules/institution/tests/FollowUpMessageDraftDomain.test.ts,test,followup,221,3,0,0,0,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpMessageDraftService.test.ts,src/modules/institution/tests/FollowUpMessageDraftService.test.ts,test,followup,483,6,0,0,2,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpOperationsDashboardApiRoutes.test.ts,src/modules/institution/tests/FollowUpOperationsDashboardApiRoutes.test.ts,test,followup,182,8,0,0,1,0,0,no,database；network；react；next_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpOperationsDashboardDomain.test.ts,src/modules/institution/tests/FollowUpOperationsDashboardDomain.test.ts,test,followup,465,4,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpOperationsDashboardRepository.test.ts,src/modules/institution/tests/FollowUpOperationsDashboardRepository.test.ts,test,followup,143,4,0,0,2,0,0,no,database,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpPathAnalysis.test.ts,src/modules/institution/tests/FollowUpPathAnalysis.test.ts,test,followup,395,4,0,0,0,0,0,no,network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpPathAnalysisApiRoutes.test.ts,src/modules/institution/tests/FollowUpPathAnalysisApiRoutes.test.ts,test,followup,131,4,0,0,1,0,0,no,database；network；next_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts,src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts,test,followup,593,7,0,0,4,0,0,no,database；network,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpPathEnrollmentDomain.test.ts,src/modules/institution/tests/FollowUpPathEnrollmentDomain.test.ts,test,followup,238,3,0,0,0,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/FollowUpPathEnrollmentService.test.ts,src/modules/institution/tests/FollowUpPathEnrollmentService.test.ts,test,followup,306,5,0,0,1,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/tests/HisConnectionApiRoutes.test.ts,src/modules/institution/tests/HisConnectionApiRoutes.test.ts,test,his,202,8,0,0,5,0,0,no,database；network；next_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts,src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts,test,his,275,7,0,0,4,0,0,no,database；network；next_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialCompensationJobQueueRepository.test.ts,src/modules/institution/tests/HisConnectionCredentialCompensationJobQueueRepository.test.ts,test,his,909,5,0,0,2,0,0,no,database；environment；browser_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialCompensationOperationRepository.test.ts,src/modules/institution/tests/HisConnectionCredentialCompensationOperationRepository.test.ts,test,his,911,5,0,0,2,0,0,no,database；environment；browser_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialCompensationRetryPolicy.test.ts,src/modules/institution/tests/HisConnectionCredentialCompensationRetryPolicy.test.ts,test,his,351,2,0,0,0,0,0,no,,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialCompensationWorker.test.ts,src/modules/institution/tests/HisConnectionCredentialCompensationWorker.test.ts,test,his,1706,5,0,0,0,0,0,no,database；environment；browser_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialInput.test.ts,src/modules/institution/tests/HisConnectionCredentialInput.test.ts,test,his,265,3,0,0,0,0,0,no,environment；browser_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialProviderFailure.test.ts,src/modules/institution/tests/HisConnectionCredentialProviderFailure.test.ts,test,his,277,3,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialService.test.ts,src/modules/institution/tests/HisConnectionCredentialService.test.ts,test,his,696,8,0,0,3,0,0,no,database；environment；browser_runtime,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionCredentialStorage.test.ts,src/modules/institution/tests/HisConnectionCredentialStorage.test.ts,test,his,261,2,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
src/modules/institution/tests/HisConnectionReadOnlyPanel.test.tsx,src/modules/institution/tests/HisConnectionReadOnlyPanel.test.tsx,test,his,267,3,0,0,0,0,0,no,environment,keep_current,test_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/his/index.ts
